record_id	phytoplasma	host_group	host_family	host_species	country	reference_id	full_reference
763	not detected	insect	Cicadellidae	Euscelidius variegatus	France: Auvergne	Sforza et al 1998	Sforza, R., Clair, D., Daire, X., Larrue, J., Boudon-Padieu, E. 1998. The Role of Hyalesthes obsoletus (Hemiptera: Cixiidae) in the Occurrence of Bois noir of Grapevines in France. Journal of Phytopathology, 146: 549-556
764	not detected	insect	Cicadellidae	Euscelis incisa	France: Auvergne	Sforza et al 1998	Sforza, R., Clair, D., Daire, X., Larrue, J., Boudon-Padieu, E. 1998. The Role of Hyalesthes obsoletus (Hemiptera: Cixiidae) in the Occurrence of Bois noir of Grapevines in France. Journal of Phytopathology, 146: 549-556
765	not detected	insect	Cicadellidae	Rhopalopyx elongata	France: Auvergne	Sforza et al 1998	Sforza, R., Clair, D., Daire, X., Larrue, J., Boudon-Padieu, E. 1998. The Role of Hyalesthes obsoletus (Hemiptera: Cixiidae) in the Occurrence of Bois noir of Grapevines in France. Journal of Phytopathology, 146: 549-556
766	not detected	insect	Cicadellidae	Scaphoideus titanus	France: Auvergne	Sforza et al 1998	Sforza, R., Clair, D., Daire, X., Larrue, J., Boudon-Padieu, E. 1998. The Role of Hyalesthes obsoletus (Hemiptera: Cixiidae) in the Occurrence of Bois noir of Grapevines in France. Journal of Phytopathology, 146: 549-556
767	not detected	insect	Cicadellidae	Goniagnathus brevis	France: Auvergne	Sforza et al 1998	Sforza, R., Clair, D., Daire, X., Larrue, J., Boudon-Padieu, E. 1998. The Role of Hyalesthes obsoletus (Hemiptera: Cixiidae) in the Occurrence of Bois noir of Grapevines in France. Journal of Phytopathology, 146: 549-556
768	not detected	insect	Cicadellidae	Laburrus quadratus	France: Auvergne	Sforza et al 1998	Sforza, R., Clair, D., Daire, X., Larrue, J., Boudon-Padieu, E. 1998. The Role of Hyalesthes obsoletus (Hemiptera: Cixiidae) in the Occurrence of Bois noir of Grapevines in France. Journal of Phytopathology, 146: 549-556
769	not detected	insect	Cicadellidae	Thamnotettix dilutior	France: Auvergne	Sforza et al 1998	Sforza, R., Clair, D., Daire, X., Larrue, J., Boudon-Padieu, E. 1998. The Role of Hyalesthes obsoletus (Hemiptera: Cixiidae) in the Occurrence of Bois noir of Grapevines in France. Journal of Phytopathology, 146: 549-556
770	16SrI C	insect	Flatidae	Metcalfa pruinosa	Italy	Danielli et al 1996	Danielli, A., Bertaccini, A., Vibio, M., Mori, N., Murari, E., Posenato, P., Girolami, V. 1996. Detection and molecular characterization of phytoplasmas in the planthopper Metcalfa pruinosa (Say) (Homoptera: Flatidae). Phytopathologia Mediterranea, 35: 62-65
771	16SrX	insect	Flatidae	Metcalfa pruinosa	Italy	Danielli et al 1996	Danielli, A., Bertaccini, A., Vibio, M., Mori, N., Murari, E., Posenato, P., Girolami, V. 1996. Detection and molecular characterization of phytoplasmas in the planthopper Metcalfa pruinosa (Say) (Homoptera: Flatidae). Phytopathologia Mediterranea, 35: 62-65
772	16SrXII A	insect	Flatidae	Metcalfa pruinosa	Italy: Veneto	Guadagnini et al 2000	Guadagnini, M., Mori, N., Alberghini, S., Carturan, E., Girolami, V., Bertaccini, A. 2000. Molecular evidence of phytoplasma transmission to grapevine by Metcalfa pruinosa (Say) in Italy. In: Proceedings of the 13th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), March 12-18, 2000, Adelaide, Australia: 99-100
773	16SrI B	insect	Flatidae	Metcalfa pruinosa	Italy: Veneto	Guadagnini et al 2000	Guadagnini, M., Mori, N., Alberghini, S., Carturan, E., Girolami, V., Bertaccini, A. 2000. Molecular evidence of phytoplasma transmission to grapevine by Metcalfa pruinosa (Say) in Italy. In: Proceedings of the 13th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), March 12-18, 2000, Adelaide, Australia: 99-100
774	16SrI C	insect	Flatidae	Metcalfa pruinosa	Italy: Veneto	Guadagnini et al 2000	Guadagnini, M., Mori, N., Alberghini, S., Carturan, E., Girolami, V., Bertaccini, A. 2000. Molecular evidence of phytoplasma transmission to grapevine by Metcalfa pruinosa (Say) in Italy. In: Proceedings of the 13th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), March 12-18, 2000, Adelaide, Australia: 99-100
775	16SrV D	insect	Flatidae	Metcalfa pruinosa	Italy: Veneto	Guadagnini et al 2000	Guadagnini, M., Mori, N., Alberghini, S., Carturan, E., Girolami, V., Bertaccini, A. 2000. Molecular evidence of phytoplasma transmission to grapevine by Metcalfa pruinosa (Say) in Italy. In: Proceedings of the 13th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), March 12-18, 2000, Adelaide, Australia: 99-100
776	16SrV	insect	Cicadellidae	Scaphoideus titanus	USA: New York	Maixner & Pearson 1990	Maixner, M., Pearson, R.C. 1990. Studies on Scaphoideus titanus Ball, a possible vector of grapevine yellows in New York. In: Proceedings of the 10th Meeting of the International Council for the study of Virus-like diseases of the Grapevine(ICVG), September 3-4, 1990, Volos, Greece: 193-201
777	16SrI	insect	Cicadellidae	Agallia constricta	USA: Virginia	Beanland & Wolf 2003	Beanland, L., Wolf, T. 2003. Possible insect vectors of north american grapevine yellows phytoplasma in Virginia. In: Proceedings of the 14th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), September 12-17, 2003, Locorotondo, Italy: 65-65
778	16SrI	insect	Cicadellidae	Macrosteles quadrilineatus	USA: Virginia	Beanland & Wolf 2003	Beanland, L., Wolf, T. 2003. Possible insect vectors of north american grapevine yellows phytoplasma in Virginia. In: Proceedings of the 14th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), September 12-17, 2003, Locorotondo, Italy: 65-65
779	16SrI	insect	Cicadellidae	Tylozygus bifidus	USA: Virginia	Beanland & Wolf 2003	Beanland, L., Wolf, T. 2003. Possible insect vectors of north american grapevine yellows phytoplasma in Virginia. In: Proceedings of the 14th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), September 12-17, 2003, Locorotondo, Italy: 65-65
780	16SrI	insect	Cicadellidae	Paraphlepsius irroratus	USA: Virginia	Beanland & Wolf 2003	Beanland, L., Wolf, T. 2003. Possible insect vectors of north american grapevine yellows phytoplasma in Virginia. In: Proceedings of the 14th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), September 12-17, 2003, Locorotondo, Italy: 65-65
781	16SrI	insect	Cicadellidae	Planicephalus flavicosta	USA: Virginia	Beanland & Wolf 2003	Beanland, L., Wolf, T. 2003. Possible insect vectors of north american grapevine yellows phytoplasma in Virginia. In: Proceedings of the 14th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), September 12-17, 2003, Locorotondo, Italy: 65-65
782	16SrI	insect	Cicadellidae	Exitianus exitiosus	USA: Virginia	Beanland & Wolf 2003	Beanland, L., Wolf, T. 2003. Possible insect vectors of north american grapevine yellows phytoplasma in Virginia. In: Proceedings of the 14th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), September 12-17, 2003, Locorotondo, Italy: 65-65
783	16SrI	insect	Cicadellidae	Endria inimicus	USA: Virginia	Beanland & Wolf 2003	Beanland, L., Wolf, T. 2003. Possible insect vectors of north american grapevine yellows phytoplasma in Virginia. In: Proceedings of the 14th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), September 12-17, 2003, Locorotondo, Italy: 65-65
784	16SrXII A	insect	Cicadellidae	Austroagallia sinuata	Spain	Sabate et al 2003	Sabate, J., Lavina, A., Batlle, A. 2003. Potential vectors of grapevine bois noir phytoplasma in Spain and evaluation of their transmission capacity. In: Proceedings of the 14th Conference of the International Council for the Study of Virus and Virus-like Diseases of the Grapevine, Locorotondo, Italy, 12–17 September, 113
785	16SrXII A	insect	Cicadellidae	Psammotettix striatus	Spain	Sabate et al 2003	Sabate, J., Lavina, A., Batlle, A. 2003. Potential vectors of grapevine bois noir phytoplasma in Spain and evaluation of their transmission capacity. In: Proceedings of the 14th Conference of the International Council for the Study of Virus and Virus-like Diseases of the Grapevine, Locorotondo, Italy, 12–17 September, 113
786	16SrXII A	insect	Cicadellidae	Hardya tenuis	Spain	Sabate et al 2003	Sabate, J., Lavina, A., Batlle, A. 2003. Potential vectors of grapevine bois noir phytoplasma in Spain and evaluation of their transmission capacity. In: Proceedings of the 14th Conference of the International Council for the Study of Virus and Virus-like Diseases of the Grapevine, Locorotondo, Italy, 12–17 September, 113
787	16SrXII A	insect	Cicadellidae	Macrosteles quadripunctulatus	Spain	Sabate et al 2003	Sabate, J., Lavina, A., Batlle, A. 2003. Potential vectors of grapevine bois noir phytoplasma in Spain and evaluation of their transmission capacity. In: Proceedings of the 14th Conference of the International Council for the Study of Virus and Virus-like Diseases of the Grapevine, Locorotondo, Italy, 12–17 September, 113
788	16SrXII A	insect	Cicadellidae	Euscelidius variegatus	Spain	Sabate et al 2003	Sabate, J., Lavina, A., Batlle, A. 2003. Potential vectors of grapevine bois noir phytoplasma in Spain and evaluation of their transmission capacity. In: Proceedings of the 14th Conference of the International Council for the Study of Virus and Virus-like Diseases of the Grapevine, Locorotondo, Italy, 12–17 September, 113
789	16SrXII A	insect	Cicadellidae	Anaceratagallia laevis	Spain	Sabate et al 2003	Sabate, J., Lavina, A., Batlle, A. 2003. Potential vectors of grapevine bois noir phytoplasma in Spain and evaluation of their transmission capacity. In: Proceedings of the 14th Conference of the International Council for the Study of Virus and Virus-like Diseases of the Grapevine, Locorotondo, Italy, 12–17 September, 113
790	16SrI	insect	Cicadellidae	Adarrus taurus	Spain	Sabate et al 2003	Sabate, J., Lavina, A., Batlle, A. 2003. Potential vectors of grapevine bois noir phytoplasma in Spain and evaluation of their transmission capacity. In: Proceedings of the 14th Conference of the International Council for the Study of Virus and Virus-like Diseases of the Grapevine, Locorotondo, Italy, 12–17 September, 113
791	16SrI	insect	Cicadellidae	Cicadula lineatopunctata	Spain	Sabate et al 2003	Sabate, J., Lavina, A., Batlle, A. 2003. Potential vectors of grapevine bois noir phytoplasma in Spain and evaluation of their transmission capacity. In: Proceedings of the 14th Conference of the International Council for the Study of Virus and Virus-like Diseases of the Grapevine, Locorotondo, Italy, 12–17 September, 113
792	16SrI	insect	Cicadellidae	Hardya tenuis	Spain	Sabate et al 2003	Sabate, J., Lavina, A., Batlle, A. 2003. Potential vectors of grapevine bois noir phytoplasma in Spain and evaluation of their transmission capacity. In: Proceedings of the 14th Conference of the International Council for the Study of Virus and Virus-like Diseases of the Grapevine, Locorotondo, Italy, 12–17 September, 113
793	16SrI	insect	Cicadellidae	Austroagallia sinuata	Spain	Sabate et al 2003	Sabate, J., Lavina, A., Batlle, A. 2003. Potential vectors of grapevine bois noir phytoplasma in Spain and evaluation of their transmission capacity. In: Proceedings of the 14th Conference of the International Council for the Study of Virus and Virus-like Diseases of the Grapevine, Locorotondo, Italy, 12–17 September, 113
794	16SrXII A	insect	Cixiidae	Reptalus sp.	Italy: Veneto	Filippin et al 2009b	Filippin, L., Tonon, E., Forte, V., Zottini, M., Santovito, G., Borgo, M., Angelini, E. 2009b. Genetic polymorphism of stolbur phytoplasma in grapevine, wild plants and insects. In: Proceedings of the 16th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), Ausust 31 -September 4, 2009, Dijon, France: 139-140
795	16SrXII A	insect	Dictyopharidae	Dictyophara europaea	Italy: Veneto	Filippin et al 2009b	Filippin, L., Tonon, E., Forte, V., Zottini, M., Santovito, G., Borgo, M., Angelini, E. 2009b. Genetic polymorphism of stolbur phytoplasma in grapevine, wild plants and insects. In: Proceedings of the 16th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), Ausust 31 -September 4, 2009, Dijon, France: 139-140
796	16SrI B	insect	Cicadellidae	Paratanus exitiosus	Chile	Fiore et al 2012	Fiore, N., Longone, V., Gonzalez, F., Zamorano, A., Pino, A.M., Araya, J., Picciau, L., Alma, A., Paltrinieri, S., Contaldo, N., Bertaccini, A., 2012. Transmission of 16SrIII-J phytoplasma by Paratanus exitiosus leafhopper. In: Proceedings of the 17th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), October, 2012, Davis, USA: 230-231
797	16SrI C	insect	Cicadellidae	Paratanus exitiosus	Chile	Fiore et al 2012	Fiore, N., Longone, V., Gonzalez, F., Zamorano, A., Pino, A.M., Araya, J., Picciau, L., Alma, A., Paltrinieri, S., Contaldo, N., Bertaccini, A., 2012. Transmission of 16SrIII-J phytoplasma by Paratanus exitiosus leafhopper. In: Proceedings of the 17th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), October, 2012, Davis, USA: 230-231
798	16SrIII J	insect	Cicadellidae	Paratanus exitiosus	Chile	Fiore et al 2012	Fiore, N., Longone, V., Gonzalez, F., Zamorano, A., Pino, A.M., Araya, J., Picciau, L., Alma, A., Paltrinieri, S., Contaldo, N., Bertaccini, A., 2012. Transmission of 16SrIII-J phytoplasma by Paratanus exitiosus leafhopper. In: Proceedings of the 17th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), October, 2012, Davis, USA: 230-231
799	16SrVII A	insect	Cicadellidae	Paratanus exitiosus	Chile	Fiore et al 2012	Fiore, N., Longone, V., Gonzalez, F., Zamorano, A., Pino, A.M., Araya, J., Picciau, L., Alma, A., Paltrinieri, S., Contaldo, N., Bertaccini, A., 2012. Transmission of 16SrIII-J phytoplasma by Paratanus exitiosus leafhopper. In: Proceedings of the 17th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), October, 2012, Davis, USA: 230-231
800	16SrXII A	insect	Cicadellidae	Paratanus exitiosus	Chile	Fiore et al 2012	Fiore, N., Longone, V., Gonzalez, F., Zamorano, A., Pino, A.M., Araya, J., Picciau, L., Alma, A., Paltrinieri, S., Contaldo, N., Bertaccini, A., 2012. Transmission of 16SrIII-J phytoplasma by Paratanus exitiosus leafhopper. In: Proceedings of the 17th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), October, 2012, Davis, USA: 230-231
801	16SrXII A	insect	Cixiidae	Setapius apiculatus	Azerbaijan	Balakishiyeva et al 2013	Balakishiyeva, G., Danet, J.-L., Mammadov, A., Huseynova, I., Foissac, X. 2013. Survey of ' Candidatus Phytoplasma solani' and its potential vectors in Northern regions of Azerbaijan. 3rd European Bois Noir Workshop 2013, pp. 56-58
802	16SrXII	insect	Cixiidae	Hyalesthes mlokosiewiczi	Georgia	Samudzheva 1949	Samudzheva, E.M. 1949. Some data on study of tomato stolbus vectors in Georgia (In Russian). Works of Institute for Plant Protection of georgian SSR Academy of Science, 6: 161-162
803	16SrI B	insect	Cicadellidae	Austroagallia sp.	South Africa	Kruger et al 2011	Kruger, K., de Klerk, A., Douglas-Smit, N., Joubert, J., Pietersen, G., Stiller, M. 2011. Aster yellows phytoplasma in grapevines: identification of vectors in South Africa. Bulletin of Insectology, 64(Supplement): S137-S138
804	16SrI B	insect	Cicadellidae	Mgenia fuscovaria	South Africa	Kruger et al 2011	Kruger, K., de Klerk, A., Douglas-Smit, N., Joubert, J., Pietersen, G., Stiller, M. 2011. Aster yellows phytoplasma in grapevines: identification of vectors in South Africa. Bulletin of Insectology, 64(Supplement): S137-S138
805	16SrI B	insect	Cicadellidae	Mgenia fuscovaria	South Africa	Kruger et al 2015	Kruger, K., Pietersen, G., Smit, N., Carstens, R. 2015. Epidemiology of aster yellows phytoplasma: alternate host plants and the vector Mgenia fuscovaria (Hemiptera: Cicadellidae) in South Africa. In: Proceedings of the 18th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), September 7-11, 2015, Ankara, Turkey: 126-127
806	16SrI	insect	Cicadellidae	Mgenia fuscovaria	South Africa	Kruger et al 2015	Kruger, K., Pietersen, G., Smit, N., Carstens, R. 2015. Epidemiology of aster yellows phytoplasma: alternate host plants and the vector Mgenia fuscovaria (Hemiptera: Cicadellidae) in South Africa. In: Proceedings of the 18th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), September 7-11, 2015, Ankara, Turkey: 126-127
807	16SrI C	insect	Aphrophoridae	Aphrophora alni	Russia	Girsova et al 2015	Girsova, N.V., Bottner-Parker, K.D., Bogoutdinov, D.Z., Meshkov, Y.I., Mozhaeva, K.A., Kastalyeva, T.B., Lee, I.-M. 2015. Diverse phytoplasmas associated with potato stolbur and other related potato diseases in Russia. European Journal of Plant Pathology, 145(1): 139–153
808	16SrI P	insect	Aphrophoridae	Aphrophora alni	Russia	Girsova et al 2015	Girsova, N.V., Bottner-Parker, K.D., Bogoutdinov, D.Z., Meshkov, Y.I., Mozhaeva, K.A., Kastalyeva, T.B., Lee, I.-M. 2015. Diverse phytoplasmas associated with potato stolbur and other related potato diseases in Russia. European Journal of Plant Pathology, 145(1): 139–153
